row.number,subject,trial,color,FID,AD
1862,20,86,3,60,15
1863,20,87,1,78,63
1864,20,88,2,55,39
1865,20,89,4,57,15
1866,20,90,4,77,57
1867,20,91,4,71,57
1868,20,92,4,61,22
1869,20,93,2,62,39
1870,20,94,2,69,39
1871,20,95,1,78,63
1872,20,96,3,73,22
1873,21,49,4,0,35
1874,21,50,4,0,65
1875,21,51,4,29,7
1876,21,52,4,36,42
1877,21,53,1,78,69
1878,21,54,3,55,14
1879,21,55,2,0,46
1880,21,56,1,77,65
1881,21,57,2,54,41
1882,21,58,3,41,28
1883,21,59,1,77,65
1884,21,60,3,42,14
1885,21,61,3,49,20
1886,21,62,1,77,71
1887,21,63,2,49,41
1888,21,64,3,44,20
1889,21,65,4,73,69
1890,21,66,4,30,44
1891,21,67,4,40,28
1892,21,68,4,44,33
1893,21,69,1,78,63
1894,21,70,3,45,22
1895,21,71,2,50,39
1896,21,72,1,79,57
1897,21,73,3,33,15
1898,21,74,1,74,63
1899,21,75,2,47,33
1900,21,76,1,71,52
1901,21,77,2,57,42
1902,21,78,3,51,9
1903,21,79,2,49,30
1904,21,80,3,42,9
1905,21,81,1,74,52
1906,21,82,1,0,69
1907,21,83,3,38,15
1908,21,84,2,48,33
1909,21,85,2,43,39
1910,21,86,3,29,15
1911,21,87,1,70,63
1912,21,88,2,52,39
1913,21,89,4,28,15
1914,21,90,4,66,57
1915,21,91,4,68,57
1916,21,92,4,29,22
1917,21,93,2,62,39
1918,21,94,2,54,39
1919,21,95,1,78,63
1920,21,96,3,52,22
