Trial,PredatorSpeed,FID,AD,RewardLevel,ShockLevel,subject
4,2,69,57,2,1,BD730_ses-v1
5,1,43,15,2,1,BD730_ses-v1
6,2,56.76,69,2,1,BD730_ses-v1
7,1,39,18,1,2,BD730_ses-v1
8,1,37,9,1,2,BD730_ses-v1
9,1,23,17,1,2,BD730_ses-v1
10,2,54.76,67,1,2,BD730_ses-v1
11,2,72,59,1,2,BD730_ses-v1
12,2,69,58,1,2,BD730_ses-v1
13,1,37,15,2,2,BD730_ses-v1
14,1,34,8,2,2,BD730_ses-v1
15,2,70,66,2,2,BD730_ses-v1
16,1,22.76,35,2,2,BD730_ses-v1
17,2,72,58,2,2,BD730_ses-v1
18,2,68,63,2,2,BD730_ses-v1
19,2,45.82,55,0,0,BD730_ses-v1
20,1,29,22,0,0,BD730_ses-v1
21,2,70,63,0,0,BD730_ses-v1
22,2,65,65,0,0,BD730_ses-v1
23,1,24,18,0,0,BD730_ses-v1
24,1,40,26,0,0,BD730_ses-v1
25,1,38,5,1,1,BD730_ses-v1
26,1,34,13,1,1,BD730_ses-v1
27,2,71,70,1,1,BD730_ses-v1
28,1,30,13,1,1,BD730_ses-v1
29,2,71,58,1,1,BD730_ses-v1
30,2,68,53,1,1,BD730_ses-v1
31,2,71,54,2,1,BD730_ses-v1
32,2,67,62,2,1,BD730_ses-v1
33,2,67,53,2,1,BD730_ses-v1
34,1,35,5,2,1,BD730_ses-v1
35,1,30,18,2,1,BD730_ses-v1
36,1,26,23,2,1,BD730_ses-v1
37,1,34,14,2,2,BD730_ses-v1
38,2,65,50,2,2,BD730_ses-v1
39,1,35,25,2,2,BD730_ses-v1
40,2,52.76,65,2,2,BD730_ses-v1
41,1,32,20,2,2,BD730_ses-v1
42,2,66,57,2,2,BD730_ses-v1
43,2,67,53,1,2,BD730_ses-v1
44,2,64,49,1,2,BD730_ses-v1
45,1,36,22,1,2,BD730_ses-v1
46,1,30,18,1,2,BD730_ses-v1
47,2,63,60,1,2,BD730_ses-v1
48,1,30,14,1,2,BD730_ses-v1
49,2,66,60,1,1,BD730_ses-v1
50,2,54.7,70,1,1,BD730_ses-v1
51,1,33,13,1,1,BD730_ses-v1
52,2,68,55,1,1,BD730_ses-v1
53,1,29,12,1,1,BD730_ses-v1
54,1,25,20,1,1,BD730_ses-v1
55,2,64,56,0,0,BD730_ses-v1
56,2,63,55,0,0,BD730_ses-v1
57,1,30,20,0,0,BD730_ses-v1
58,2,64,57,0,0,BD730_ses-v1
59,1,26,22,0,0,BD730_ses-v1
60,1,30,18,0,0,BD730_ses-v1
61,2,37.58,59,0,0,BD730_ses-v1
62,2,47.7,63,0,0,BD730_ses-v1
63,1,36,20,0,0,BD730_ses-v1
64,1,31,17,0,0,BD730_ses-v1
65,2,68,61,0,0,BD730_ses-v1
66,1,32,10,0,0,BD730_ses-v1
67,2,66,60,1,2,BD730_ses-v1
68,1,32,12,1,2,BD730_ses-v1
69,1,28,17,1,2,BD730_ses-v1
70,1,28,23,1,2,BD730_ses-v1
71,2,67,50,1,2,BD730_ses-v1
72,2,65,65,1,2,BD730_ses-v1
73,1,32,30,2,1,BD730_ses-v1
74,2,67,59,2,1,BD730_ses-v1
75,1,33,8,2,1,BD730_ses-v1
76,2,54.76,67,2,1,BD730_ses-v1
77,2,66,60,2,1,BD730_ses-v1
78,1,36,28,2,1,BD730_ses-v1
79,2,68,56,2,2,BD730_ses-v1
80,2,45,68,2,2,BD730_ses-v1
81,1,38,14,2,2,BD730_ses-v1
82,1,40,23,2,2,BD730_ses-v1
83,2,65,58,2,2,BD730_ses-v1
84,1,38,5,2,2,BD730_ses-v1
85,1,33,31,1,1,BD730_ses-v1
86,1,38,11,1,1,BD730_ses-v1
87,2,69,53,1,1,BD730_ses-v1
88,1,27,9,1,1,BD730_ses-v1
89,2,66,55,1,1,BD730_ses-v1
90,2,53.7,69,1,1,BD730_ses-v1
91,2,70,50,1,2,BD730_ses-v1
92,1,38,20,1,2,BD730_ses-v1
93,1,33,12,1,2,BD730_ses-v1
94,2,53.7,69,1,2,BD730_ses-v1
95,1,35,15,1,2,BD730_ses-v1
96,2,68,58,1,2,BD730_ses-v1
97,1,31,19,2,1,BD730_ses-v1
98,2,65,55,2,1,BD730_ses-v1
99,1,32,15,2,1,BD730_ses-v1
100,2,66,55,2,1,BD730_ses-v1
101,1,33,19,2,1,BD730_ses-v1
102,2,68,52,2,1,BD730_ses-v1
103,1,34,18,2,2,BD730_ses-v1
104,2,67,57,2,2,BD730_ses-v1
105,1,34,16,2,2,BD730_ses-v1
106,2,66,56,2,2,BD730_ses-v1
107,1,31,17,2,2,BD730_ses-v1
108,2,69,57,2,2,BD730_ses-v1
109,2,65,64,1,1,BD730_ses-v1
110,1,30,12,1,1,BD730_ses-v1
111,2,68,54,1,1,BD730_ses-v1
112,1,30,11,1,1,BD730_ses-v1
113,1,25,14,1,1,BD730_ses-v1
114,2,70,59,1,1,BD730_ses-v1
115,1,26,19,0,0,BD730_ses-v1
116,2,65,63,0,0,BD730_ses-v1
117,1,30,22,0,0,BD730_ses-v1
118,2,63.94,67,0,0,BD730_ses-v1
119,1,26,12,0,0,BD730_ses-v1
120,2,70,59,0,0,BD730_ses-v1
1,2,50.7,66,1,1,BD730_ses-v2
2,1,44,27,1,1,BD730_ses-v2
3,2,61.88,68,1,1,BD730_ses-v2
4,1,36,23,1,1,BD730_ses-v2
5,1,31,7,1,1,BD730_ses-v2
6,2,73,56,1,1,BD730_ses-v2
7,1,28,20,2,2,BD730_ses-v2
8,1,30,27,2,2,BD730_ses-v2
9,2,71,68,2,2,BD730_ses-v2
10,2,69,61,2,2,BD730_ses-v2
11,1,35,22,2,2,BD730_ses-v2
12,2,55.64,74,2,2,BD730_ses-v2
13,2,61.76,74,0,0,BD730_ses-v2
14,2,76,74,0,0,BD730_ses-v2
15,1,34,17,0,0,BD730_ses-v2
16,1,38,23,0,0,BD730_ses-v2
17,1,19.7,35,0,0,BD730_ses-v2
18,2,76,67,0,0,BD730_ses-v2
19,1,38,24,2,1,BD730_ses-v2
20,2,76,68,2,1,BD730_ses-v2
21,1,37,24,2,1,BD730_ses-v2
22,2,72,67,2,1,BD730_ses-v2
23,1,36,14,2,1,BD730_ses-v2
24,2,75,64,2,1,BD730_ses-v2
25,2,76,58,1,2,BD730_ses-v2
26,1,32,22,1,2,BD730_ses-v2
27,1,31,27,1,2,BD730_ses-v2
28,2,73,64,1,2,BD730_ses-v2
29,1,29,24,1,2,BD730_ses-v2
30,2,72,60,1,2,BD730_ses-v2
31,1,36,11,0,0,BD730_ses-v2
32,2,72,53,0,0,BD730_ses-v2
33,2,52.7,68,0,0,BD730_ses-v2
34,1,37,25,0,0,BD730_ses-v2
35,2,69,65,0,0,BD730_ses-v2
36,1,32,16,0,0,BD730_ses-v2
37,2,72,70,1,2,BD730_ses-v2
38,2,73,65,1,2,BD730_ses-v2
39,2,73,60,1,2,BD730_ses-v2
40,1,37,6,1,2,BD730_ses-v2
41,1,32,31,1,2,BD730_ses-v2
42,1,29,18,1,2,BD730_ses-v2
43,2,72,63,1,1,BD730_ses-v2
44,1,30,19,1,1,BD730_ses-v2
45,2,72,69,1,1,BD730_ses-v2
46,2,66.88,73,1,1,BD730_ses-v2
47,1,18.7,34,1,1,BD730_ses-v2
48,1,38,19,1,1,BD730_ses-v2
49,2,73,71,2,1,BD730_ses-v2
50,2,74,64,2,1,BD730_ses-v2
51,2,74,67,2,1,BD730_ses-v2
52,1,34,14,2,1,BD730_ses-v2
53,1,29,29,2,1,BD730_ses-v2
54,1,37,26,2,1,BD730_ses-v2
55,2,73,48,2,2,BD730_ses-v2
56,1,29,22,2,2,BD730_ses-v2
57,2,73,54,2,2,BD730_ses-v2
58,1,33,19,2,2,BD730_ses-v2
59,1,25.94,29,2,2,BD730_ses-v2
60,2,74,72,2,2,BD730_ses-v2
61,1,72,25,1,1,BD730_ses-v2
62,2,72,70,1,1,BD730_ses-v2
63,1,36,23,1,1,BD730_ses-v2
64,2,71,66,1,1,BD730_ses-v2
65,2,72,60,1,1,BD730_ses-v2
66,1,32,24,1,1,BD730_ses-v2
67,1,30,26,2,2,BD730_ses-v2
68,1,39,26,2,2,BD730_ses-v2
69,2,74,54,2,2,BD730_ses-v2
70,2,72,56,2,2,BD730_ses-v2
71,1,33,25,2,2,BD730_ses-v2
72,2,74,71,2,2,BD730_ses-v2
73,1,33,25,0,0,BD730_ses-v2
74,2,71,63,0,0,BD730_ses-v2
75,2,69,67,0,0,BD730_ses-v2
76,1,69,16,0,0,BD730_ses-v2
77,1,29,17,0,0,BD730_ses-v2
78,2,71,66,0,0,BD730_ses-v2
79,2,74,70,2,1,BD730_ses-v2
80,2,61.76,74,2,1,BD730_ses-v2
81,1,34,14,2,1,BD730_ses-v2
82,1,26,26,2,1,BD730_ses-v2
83,1,33,17,2,1,BD730_ses-v2
84,2,70.94,74,2,1,BD730_ses-v2
85,1,31,26,1,2,BD730_ses-v2
86,1,32,20,1,2,BD730_ses-v2
87,1,32,5,1,2,BD730_ses-v2
88,2,74,65,1,2,BD730_ses-v2
89,2,71,58,1,2,BD730_ses-v2
90,2,72,65,1,2,BD730_ses-v2
91,1,33,15,1,1,BD730_ses-v2
92,1,32,13,1,1,BD730_ses-v2
93,2,74,70,1,1,BD730_ses-v2
94,1,34,33,1,1,BD730_ses-v2
95,2,75,53,1,1,BD730_ses-v2
96,2,64,63,1,1,BD730_ses-v2
97,1,28,9,0,0,BD730_ses-v2
98,1,21,17,0,0,BD730_ses-v2
99,2,62,62,0,0,BD730_ses-v2
100,2,73,72,0,0,BD730_ses-v2
101,2,76,66,0,0,BD730_ses-v2
102,1,23,12,0,0,BD730_ses-v2
103,1,25,16,2,1,BD730_ses-v2
104,2,73,63,2,1,BD730_ses-v2
105,1,22,18,2,1,BD730_ses-v2
106,2,75,55,2,1,BD730_ses-v2
107,1,30,17,2,1,BD730_ses-v2
108,2,70,63,2,1,BD730_ses-v2
109,2,59.76,72,1,2,BD730_ses-v2
110,1,18.7,34,1,2,BD730_ses-v2
111,1,35,22,1,2,BD730_ses-v2
112,2,75,56,1,2,BD730_ses-v2
113,2,73,64,1,2,BD730_ses-v2
114,1,37,28,1,2,BD730_ses-v2
115,1,35,25,2,2,BD730_ses-v2
116,2,72,59,2,2,BD730_ses-v2
117,2,72,66,2,2,BD730_ses-v2
118,2,73,65,2,2,BD730_ses-v2
119,1,35,11,2,2,BD730_ses-v2
120,1,31,19,2,2,BD730_ses-v2
1,1,52,21,1,1,BN959_ses-v1
2,1,38,12,1,1,BN959_ses-v1
3,2,45.64,64,1,1,BN959_ses-v1
4,2,49.52,74,1,1,BN959_ses-v1
5,1,32,20,1,1,BN959_ses-v1
6,2,51.76,64,1,1,BN959_ses-v1
7,1,29,5,2,1,BN959_ses-v1
8,2,52.58,74,2,1,BN959_ses-v1
9,1,19,15,2,1,BN959_ses-v1
10,1,26,22,2,1,BN959_ses-v1
11,2,59.76,72,2,1,BN959_ses-v1
12,2,74,67,2,1,BN959_ses-v1
13,2,71,60,0,0,BN959_ses-v1
14,1,37,28,0,0,BN959_ses-v1
15,2,63.82,73,0,0,BN959_ses-v1
16,1,44,5,0,0,BN959_ses-v1
17,2,61.76,74,0,0,BN959_ses-v1
18,1,76,30,0,0,BN959_ses-v1
19,2,72,59,2,2,BN959_ses-v1
20,1,33,28,2,2,BN959_ses-v1
21,2,36.46,64,2,2,BN959_ses-v1
22,1,36,26,2,2,BN959_ses-v1
23,1,37,19,2,2,BN959_ses-v1
24,2,65,64,2,2,BN959_ses-v1
25,1,32,22,1,2,BN959_ses-v1
26,2,71,71,1,2,BN959_ses-v1
27,1,29,18,1,2,BN959_ses-v1
28,2,78,64,1,2,BN959_ses-v1
29,1,29,20,1,2,BN959_ses-v1
30,2,73,69,1,2,BN959_ses-v1
31,2,57.7,73,0,0,BN959_ses-v1
32,1,27,23,0,0,BN959_ses-v1
33,2,73,67,0,0,BN959_ses-v1
34,1,14.64,33,0,0,BN959_ses-v1
35,2,74,69,0,0,BN959_ses-v1
36,1,22.76,35,0,0,BN959_ses-v1
37,1,32,21,2,2,BN959_ses-v1
38,1,32,12,2,2,BN959_ses-v1
39,2,75,59,2,2,BN959_ses-v1
40,1,29,20,2,2,BN959_ses-v1
41,2,55.7,71,2,2,BN959_ses-v1
42,2,55.7,71,2,2,BN959_ses-v1
43,1,32,9,1,2,BN959_ses-v1
44,1,32,25,1,2,BN959_ses-v1
45,2,73,59,1,2,BN959_ses-v1
46,2,71,63,1,2,BN959_ses-v1
47,1,27,7,1,2,BN959_ses-v1
48,2,68,42,1,2,BN959_ses-v1
49,1,25,10,2,1,BN959_ses-v1
50,1,25,10,2,1,BN959_ses-v1
51,2,64,62,2,1,BN959_ses-v1
52,1,24,7,2,1,BN959_ses-v1
53,2,48.64,67,2,1,BN959_ses-v1
54,2,58.7,74,2,1,BN959_ses-v1
55,1,25,19,1,1,BN959_ses-v1
56,1,25,18,1,1,BN959_ses-v1
57,2,28.28,65,1,1,BN959_ses-v1
58,2,70,52,1,1,BN959_ses-v1
59,1,21.76,34,1,1,BN959_ses-v1
60,2,60.76,73,1,1,BN959_ses-v1
61,2,41.7,57,2,1,BN959_ses-v1
62,2,49.64,68,2,1,BN959_ses-v1
63,2,58.7,74,2,1,BN959_ses-v1
64,1,30,15,2,1,BN959_ses-v1
65,1,23,22,2,1,BN959_ses-v1
66,1,38,24,2,1,BN959_ses-v1
67,1,70,17,1,1,BN959_ses-v1
68,1,25,22,1,1,BN959_ses-v1
69,2,69,68,1,1,BN959_ses-v1
70,1,28,27,1,1,BN959_ses-v1
71,2,62,59,1,1,BN959_ses-v1
72,2,74,68,1,1,BN959_ses-v1
73,2,56.76,69,1,2,BN959_ses-v1
74,2,57.7,73,1,2,BN959_ses-v1
75,2,78,65,1,2,BN959_ses-v1
76,1,34,25,1,2,BN959_ses-v1
77,1,30,15,1,2,BN959_ses-v1
78,1,35,20,1,2,BN959_ses-v1
79,1,20.82,30,2,2,BN959_ses-v1
80,1,31,24,2,2,BN959_ses-v1
81,2,73,66,2,2,BN959_ses-v1
82,2,72,60,2,2,BN959_ses-v1
83,2,69,66,2,2,BN959_ses-v1
84,1,19.82,29,2,2,BN959_ses-v1
85,1,37,28,0,0,BN959_ses-v1
86,2,68,64,0,0,BN959_ses-v1
87,1,77,26,0,0,BN959_ses-v1
88,2,69,50,0,0,BN959_ses-v1
89,2,54.76,67,0,0,BN959_ses-v1
90,1,73,12,0,0,BN959_ses-v1
91,2,67,61,1,1,BN959_ses-v1
92,1,27,17,1,1,BN959_ses-v1
93,2,51.7,67,1,1,BN959_ses-v1
94,1,31,18,1,1,BN959_ses-v1
95,2,62,55,1,1,BN959_ses-v1
96,1,78,20,1,1,BN959_ses-v1
97,2,67,65,1,2,BN959_ses-v1
98,2,71,61,1,2,BN959_ses-v1
99,1,29,18,1,2,BN959_ses-v1
100,1,28,26,1,2,BN959_ses-v1
101,2,63,57,1,2,BN959_ses-v1
102,1,63,20,1,2,BN959_ses-v1
103,2,61.76,74,0,0,BN959_ses-v1
104,1,33,24,0,0,BN959_ses-v1
105,1,7.69999999999999,23,0,0,BN959_ses-v1
106,2,76,61,0,0,BN959_ses-v1
107,2,55.64,74,0,0,BN959_ses-v1
108,1,32,14,0,0,BN959_ses-v1
109,1,25,20,2,1,BN959_ses-v1
110,2,60.82,70,2,1,BN959_ses-v1
111,2,67.88,74,2,1,BN959_ses-v1
112,1,29,21,2,1,BN959_ses-v1
113,1,30,20,2,1,BN959_ses-v1
114,2,37.28,74,2,1,BN959_ses-v1
115,1,43,23,2,2,BN959_ses-v1
116,1,28,16,2,2,BN959_ses-v1
117,1,31,25,2,2,BN959_ses-v1
118,2,71,65,2,2,BN959_ses-v1
119,2,68,62,2,2,BN959_ses-v1
120,2,67,63,2,2,BN959_ses-v1
1,1,47,6,1,1,BN959_ses-v2
2,2,49.7,65,1,1,BN959_ses-v2
3,1,33,5,1,1,BN959_ses-v2
4,1,28,19,1,1,BN959_ses-v2
5,2,65,55,1,1,BN959_ses-v2
6,2,39.52,64,1,1,BN959_ses-v2
7,2,64,62,1,2,BN959_ses-v2
8,2,70,55,1,2,BN959_ses-v2
9,1,29,18,1,2,BN959_ses-v2
10,1,31,14,1,2,BN959_ses-v2
11,2,44.76,57,1,2,BN959_ses-v2
12,1,22,12,1,2,BN959_ses-v2
13,1,19,5,0,0,BN959_ses-v2
14,1,9.88,16,0,0,BN959_ses-v2
15,1,19,17,0,0,BN959_ses-v2
16,2,65,52,0,0,BN959_ses-v2
17,2,52.88,59,0,0,BN959_ses-v2
18,2,45,64,0,0,BN959_ses-v2
19,1,20,17,2,2,BN959_ses-v2
20,2,55.7,71,2,2,BN959_ses-v2
21,1,27,23,2,2,BN959_ses-v2
22,1,36,16,2,2,BN959_ses-v2
23,2,55.76,68,2,2,BN959_ses-v2
24,2,72,54,2,2,BN959_ses-v2
25,1,31,23,2,1,BN959_ses-v2
26,2,65,63,2,1,BN959_ses-v2
27,2,66,63,2,1,BN959_ses-v2
28,1,28,12,2,1,BN959_ses-v2
29,1,27,20,2,1,BN959_ses-v2
30,2,66,60,2,1,BN959_ses-v2
31,2,51.76,64,2,1,BN959_ses-v2
32,1,27,10,2,1,BN959_ses-v2
33,2,45,68,2,1,BN959_ses-v2
34,2,68,55,2,1,BN959_ses-v2
35,1,27,12,2,1,BN959_ses-v2
36,1,28,20,2,1,BN959_ses-v2
37,1,23,5,1,2,BN959_ses-v2
38,1,14.76,27,1,2,BN959_ses-v2
39,1,39,12,1,2,BN959_ses-v2
40,2,54.76,67,1,2,BN959_ses-v2
41,2,66,53,1,2,BN959_ses-v2
42,2,64,59,1,2,BN959_ses-v2
43,1,23,18,2,2,BN959_ses-v2
44,1,28,18,2,2,BN959_ses-v2
45,1,20,11,2,2,BN959_ses-v2
46,2,39.58,61,2,2,BN959_ses-v2
47,2,54.88,61,2,2,BN959_ses-v2
48,2,52.76,65,2,2,BN959_ses-v2
49,2,66,54,1,1,BN959_ses-v2
50,2,65,61,1,1,BN959_ses-v2
51,1,25,6,1,1,BN959_ses-v2
52,1,23,19,1,1,BN959_ses-v2
53,1,24,12,1,1,BN959_ses-v2
54,2,57.94,61,1,1,BN959_ses-v2
55,2,74,69,0,0,BN959_ses-v2
56,1,44,11,0,0,BN959_ses-v2
57,1,33,10,0,0,BN959_ses-v2
58,2,78,66,0,0,BN959_ses-v2
59,1,54,8,0,0,BN959_ses-v2
60,2,44.64,63,0,0,BN959_ses-v2
61,1,58,19,1,1,BN959_ses-v2
62,2,48.76,61,1,1,BN959_ses-v2
63,2,67,61,1,1,BN959_ses-v2
64,1,25,16,1,1,BN959_ses-v2
65,1,13.82,23,1,1,BN959_ses-v2
66,2,71,51,1,1,BN959_ses-v2
67,1,25,5,2,1,BN959_ses-v2
68,2,55.76,68,2,1,BN959_ses-v2
69,1,23,19,2,1,BN959_ses-v2
70,1,25,14,2,1,BN959_ses-v2
71,2,32.4,63,2,1,BN959_ses-v2
72,2,67,63,2,1,BN959_ses-v2
73,2,42.76,55,0,0,BN959_ses-v2
74,1,30,26,0,0,BN959_ses-v2
75,1,31,20,0,0,BN959_ses-v2
76,1,45,18,0,0,BN959_ses-v2
77,2,60.76,73,0,0,BN959_ses-v2
78,2,51.82,61,0,0,BN959_ses-v2
79,2,68,51,1,2,BN959_ses-v2
80,2,42.76,55,1,2,BN959_ses-v2
81,1,25,9,1,2,BN959_ses-v2
82,2,49.64,68,1,2,BN959_ses-v2
83,1,25,21,1,2,BN959_ses-v2
84,1,30,22,1,2,BN959_ses-v2
85,1,29,16,2,2,BN959_ses-v2
86,1,31,11,2,2,BN959_ses-v2
87,2,38.52,63,2,2,BN959_ses-v2
88,2,47.76,60,2,2,BN959_ses-v2
89,2,50.88,57,2,2,BN959_ses-v2
90,1,31,17,2,2,BN959_ses-v2
91,2,41.64,60,1,1,BN959_ses-v2
92,2,54,50,1,1,BN959_ses-v2
93,1,23,15,1,1,BN959_ses-v2
94,1,33,18,1,1,BN959_ses-v2
95,2,43.52,68,1,1,BN959_ses-v2
96,1,30,10,1,1,BN959_ses-v2
97,1,28,19,1,2,BN959_ses-v2
98,2,31.7,47,1,2,BN959_ses-v2
99,1,46,22,1,2,BN959_ses-v2
100,1,33,18,1,2,BN959_ses-v2
101,2,42.76,55,1,2,BN959_ses-v2
102,2,77,60,1,2,BN959_ses-v2
103,2,37.52,62,2,1,BN959_ses-v2
104,2,47.76,60,2,1,BN959_ses-v2
105,1,58,19,2,1,BN959_ses-v2
106,2,42.64,61,2,1,BN959_ses-v2
107,1,52,9,2,1,BN959_ses-v2
108,1,33,29,2,1,BN959_ses-v2
109,2,5.15999999999997,48,0,0,BN959_ses-v2
110,2,63,61,0,0,BN959_ses-v2
111,1,71,12,0,0,BN959_ses-v2
112,2,41.76,54,0,0,BN959_ses-v2
113,1,54,13,0,0,BN959_ses-v2
114,1,39,11,0,0,BN959_ses-v2
115,2,43.64,62,2,2,BN959_ses-v2
116,1,69,16,2,2,BN959_ses-v2
117,2,39.64,58,2,2,BN959_ses-v2
118,2,31.64,50,2,2,BN959_ses-v2
119,1,41,13,2,2,BN959_ses-v2
120,1,44,18,2,2,BN959_ses-v2
1,2,59,50,1,1,BR372_ses-v1
2,1,63,21,1,1,BR372_ses-v1
3,1,44,20,1,1,BR372_ses-v1
4,1,34,16,1,1,BR372_ses-v1
5,2,50.76,63,1,1,BR372_ses-v1
6,2,64,56,1,1,BR372_ses-v1
7,2,57.88,64,1,2,BR372_ses-v1
8,2,69,59,1,2,BR372_ses-v1
9,1,29,8,1,2,BR372_ses-v1
10,1,26,17,1,2,BR372_ses-v1
11,1,29,11,1,2,BR372_ses-v1
12,2,65,51,1,2,BR372_ses-v1
13,2,66,46,0,0,BR372_ses-v1
14,1,28,15,0,0,BR372_ses-v1
15,1,27,20,0,0,BR372_ses-v1
16,1,26,17,0,0,BR372_ses-v1
17,2,65,54,0,0,BR372_ses-v1
18,2,59.88,66,0,0,BR372_ses-v1
19,2,68,57,2,2,BR372_ses-v1
20,2,70,57,2,2,BR372_ses-v1
21,1,29,25,2,2,BR372_ses-v1
22,1,31,24,2,2,BR372_ses-v1
23,1,29,22,2,2,BR372_ses-v1
24,2,68,62,2,2,BR372_ses-v1
25,2,68,63,2,1,BR372_ses-v1
26,2,67,64,2,1,BR372_ses-v1
27,1,29,18,2,1,BR372_ses-v1
28,1,27,10,2,1,BR372_ses-v1
29,1,27,19,2,1,BR372_ses-v1
30,2,67,58,2,1,BR372_ses-v1
31,1,27,24,1,1,BR372_ses-v1
32,2,66,52,1,1,BR372_ses-v1
33,1,28,13,1,1,BR372_ses-v1
34,1,28,19,1,1,BR372_ses-v1
35,2,67,58,1,1,BR372_ses-v1
36,2,66,52,1,1,BR372_ses-v1
37,1,25,18,1,2,BR372_ses-v1
38,1,24,10,1,2,BR372_ses-v1
39,1,26,22,1,2,BR372_ses-v1
40,2,56.76,69,1,2,BR372_ses-v1
41,2,69,55,1,2,BR372_ses-v1
42,2,67,54,1,2,BR372_ses-v1
43,1,31,27,2,2,BR372_ses-v1
44,2,69,66,2,2,BR372_ses-v1
45,2,70,52,2,2,BR372_ses-v1
46,1,32,19,2,2,BR372_ses-v1
47,2,68,54,2,2,BR372_ses-v1
48,1,29,25,2,2,BR372_ses-v1
49,1,30,14,0,0,BR372_ses-v1
50,1,28,14,0,0,BR372_ses-v1
51,2,69,54,0,0,BR372_ses-v1
52,2,67,59,0,0,BR372_ses-v1
53,2,69,54,0,0,BR372_ses-v1
54,1,26,10,0,0,BR372_ses-v1
55,2,67,63,2,1,BR372_ses-v1
56,2,67,62,2,1,BR372_ses-v1
57,2,66,59,2,1,BR372_ses-v1
58,1,28,6,2,1,BR372_ses-v1
59,1,25,14,2,1,BR372_ses-v1
60,1,6.63999999999999,25,2,1,BR372_ses-v1
61,1,66,16,1,2,BR372_ses-v1
62,2,65,61,1,2,BR372_ses-v1
63,1,31,11,1,2,BR372_ses-v1
64,2,65,56,1,2,BR372_ses-v1
65,1,28,14,1,2,BR372_ses-v1
66,2,60,58,1,2,BR372_ses-v1
67,2,63,62,0,0,BR372_ses-v1
68,1,26,6,0,0,BR372_ses-v1
69,2,63,61,0,0,BR372_ses-v1
70,2,57.82,67,0,0,BR372_ses-v1
71,1,26,24,0,0,BR372_ses-v1
72,1,36,20,0,0,BR372_ses-v1
73,1,37,24,1,1,BR372_ses-v1
74,2,39.7,55,1,1,BR372_ses-v1
75,1,35,14,1,1,BR372_ses-v1
76,2,70,66,1,1,BR372_ses-v1
77,1,36,10,1,1,BR372_ses-v1
78,2,54.7,70,1,1,BR372_ses-v1
79,1,40,10,2,2,BR372_ses-v1
80,2,71,67,2,2,BR372_ses-v1
81,1,36,12,2,2,BR372_ses-v1
82,2,64,62,2,2,BR372_ses-v1
83,2,71,62,2,2,BR372_ses-v1
84,1,34,30,2,2,BR372_ses-v1
85,2,71,66,2,1,BR372_ses-v1
86,2,72,55,2,1,BR372_ses-v1
87,1,36,11,2,1,BR372_ses-v1
88,2,68,52,2,1,BR372_ses-v1
89,1,36,25,2,1,BR372_ses-v1
90,1,36,16,2,1,BR372_ses-v1
91,2,68,62,1,2,BR372_ses-v1
92,2,71,62,1,2,BR372_ses-v1
93,2,70,56,1,2,BR372_ses-v1
94,1,37,19,1,2,BR372_ses-v1
95,1,36,19,1,2,BR372_ses-v1
96,1,36,17,1,2,BR372_ses-v1
97,1,37,17,1,1,BR372_ses-v1
98,1,32,12,1,1,BR372_ses-v1
99,2,61,57,1,1,BR372_ses-v1
100,1,35,9,1,1,BR372_ses-v1
101,2,27.16,70,1,1,BR372_ses-v1
102,2,72,57,1,1,BR372_ses-v1
103,2,67,56,0,0,BR372_ses-v1
104,2,68,63,0,0,BR372_ses-v1
105,1,57,20,0,0,BR372_ses-v1
106,1,34,19,0,0,BR372_ses-v1
107,2,68,60,0,0,BR372_ses-v1
108,1,30,20,0,0,BR372_ses-v1
109,1,34,8,2,1,BR372_ses-v1
110,2,67,59,2,1,BR372_ses-v1
111,2,68,53,2,1,BR372_ses-v1
112,1,35,24,2,1,BR372_ses-v1
113,1,31,7,2,1,BR372_ses-v1
114,2,68,56,2,1,BR372_ses-v1
115,1,33,20,2,2,BR372_ses-v1
116,2,64,54,2,2,BR372_ses-v1
117,2,65,50,2,2,BR372_ses-v1
118,2,54.76,67,2,2,BR372_ses-v1
119,1,32,16,2,2,BR372_ses-v1
120,1,31,13,2,2,BR372_ses-v1
1,1,57,13,1,2,BR372_ses-v2
2,1,13.76,26,1,2,BR372_ses-v2
3,2,51.7,67,1,2,BR372_ses-v2
4,2,59.76,72,1,2,BR372_ses-v2
5,1,32,18,1,2,BR372_ses-v2
6,2,73,67,1,2,BR372_ses-v2
7,1,29,28,0,0,BR372_ses-v2
8,2,73,65,0,0,BR372_ses-v2
9,1,30,11,0,0,BR372_ses-v2
10,2,38.4,69,0,0,BR372_ses-v2
11,2,74,67,0,0,BR372_ses-v2
12,1,30,12,0,0,BR372_ses-v2
13,2,74,67,1,1,BR372_ses-v2
14,1,35,25,1,1,BR372_ses-v2
15,1,30,19,1,1,BR372_ses-v2
16,1,31,16,1,1,BR372_ses-v2
17,2,74,68,1,1,BR372_ses-v2
18,2,74,60,1,1,BR372_ses-v2
19,1,30,22,2,2,BR372_ses-v2
20,2,72,72,2,2,BR372_ses-v2
21,1,31,30,2,2,BR372_ses-v2
22,2,74,68,2,2,BR372_ses-v2
23,2,74,68,2,2,BR372_ses-v2
24,1,34,24,2,2,BR372_ses-v2
25,1,34,27,2,1,BR372_ses-v2
26,2,61.76,74,2,1,BR372_ses-v2
27,1,32,12,2,1,BR372_ses-v2
