Trial,PredatorSpeed,FID,AD,RewardLevel,ShockLevel,subject
28,2,76,65,2,1,BR372_ses-v2
29,1,2.39999999999998,33,2,1,BR372_ses-v2
30,2,75,62,2,1,BR372_ses-v2
31,1,32,20,2,2,BR372_ses-v2
32,2,74,55,2,2,BR372_ses-v2
33,1,35,19,2,2,BR372_ses-v2
34,1,32,24,2,2,BR372_ses-v2
35,2,72,64,2,2,BR372_ses-v2
36,2,74,70,2,2,BR372_ses-v2
37,2,75,66,1,2,BR372_ses-v2
38,2,74,58,1,2,BR372_ses-v2
39,1,49,6,1,2,BR372_ses-v2
40,2,75,67,1,2,BR372_ses-v2
41,1,29,25,1,2,BR372_ses-v2
42,1,24,21,1,2,BR372_ses-v2
43,1,29,21,2,1,BR372_ses-v2
44,2,75,64,2,1,BR372_ses-v2
45,2,73,58,2,1,BR372_ses-v2
46,1,31,14,2,1,BR372_ses-v2
47,1,30,11,2,1,BR372_ses-v2
48,2,74,57,2,1,BR372_ses-v2
49,2,64,62,1,1,BR372_ses-v2
50,2,74,71,1,1,BR372_ses-v2
51,2,74,67,1,1,BR372_ses-v2
52,1,36,20,1,1,BR372_ses-v2
53,1,19.76,32,1,1,BR372_ses-v2
54,1,45,23,1,1,BR372_ses-v2
55,2,73,61,0,0,BR372_ses-v2
56,1,35,14,0,0,BR372_ses-v2
57,2,66,63,0,0,BR372_ses-v2
58,1,33,27,0,0,BR372_ses-v2
59,2,71,65,0,0,BR372_ses-v2
60,1,45,26,0,0,BR372_ses-v2
61,1,54,14,2,2,BR372_ses-v2
62,2,68,53,2,2,BR372_ses-v2
63,2,53.7,69,2,2,BR372_ses-v2
64,2,74,62,2,2,BR372_ses-v2
65,1,35,22,2,2,BR372_ses-v2
66,1,31,23,2,2,BR372_ses-v2
67,1,33,23,1,2,BR372_ses-v2
68,1,30,15,1,2,BR372_ses-v2
69,1,17.76,30,1,2,BR372_ses-v2
70,2,74,50,1,2,BR372_ses-v2
71,2,62,59,1,2,BR372_ses-v2
72,2,74,66,1,2,BR372_ses-v2
73,1,32,17,2,1,BR372_ses-v2
74,1,35,29,2,1,BR372_ses-v2
75,2,74,63,2,1,BR372_ses-v2
76,1,31,16,2,1,BR372_ses-v2
77,2,66,63,2,1,BR372_ses-v2
78,2,73,70,2,1,BR372_ses-v2
79,2,57.76,70,1,1,BR372_ses-v2
80,1,33,13,1,1,BR372_ses-v2
81,2,45,49,1,1,BR372_ses-v2
82,1,31,20,1,1,BR372_ses-v2
83,1,42,25,1,1,BR372_ses-v2
84,2,73,72,1,1,BR372_ses-v2
85,1,34,26,0,0,BR372_ses-v2
86,2,72,65,0,0,BR372_ses-v2
87,2,0,70,0,0,BR372_ses-v2
88,2,74,64,0,0,BR372_ses-v2
89,1,34,21,0,0,BR372_ses-v2
90,1,45,11,0,0,BR372_ses-v2
91,1,37,19,2,1,BR372_ses-v2
92,2,74,59,2,1,BR372_ses-v2
93,2,67,63,2,1,BR372_ses-v2
94,2,74,59,2,1,BR372_ses-v2
95,1,20,19,2,1,BR372_ses-v2
96,1,6.63999999999999,25,2,1,BR372_ses-v2
97,2,70.94,74,1,1,BR372_ses-v2
98,1,33,18,1,1,BR372_ses-v2
99,2,71,56,1,1,BR372_ses-v2
100,1,28,24,1,1,BR372_ses-v2
101,2,76,74,1,1,BR372_ses-v2
102,1,30,20,1,1,BR372_ses-v2
103,2,76,68,2,2,BR372_ses-v2
104,1,39,27,2,2,BR372_ses-v2
105,2,75,52,2,2,BR372_ses-v2
106,1,38,27,2,2,BR372_ses-v2
107,2,75,74,2,2,BR372_ses-v2
108,1,41,23,2,2,BR372_ses-v2
109,2,76,52,0,0,BR372_ses-v2
110,2,74,73,0,0,BR372_ses-v2
111,1,39,18,0,0,BR372_ses-v2
112,2,74,68,0,0,BR372_ses-v2
113,1,38,8,0,0,BR372_ses-v2
114,1,34,19,0,0,BR372_ses-v2
115,2,75,60,1,2,BR372_ses-v2
116,2,74,72,1,2,BR372_ses-v2
117,1,35,19,1,2,BR372_ses-v2
118,1,31,24,1,2,BR372_ses-v2
119,2,74,66,1,2,BR372_ses-v2
120,1,36,15,1,2,BR372_ses-v2
1,1,65,12,0,0,BR982_ses-v1
2,2,57,54,0,0,BR982_ses-v1
3,1,61,16,0,0,BR982_ses-v1
4,2,72,72,0,0,BR982_ses-v1
5,2,76,67,0,0,BR982_ses-v1
6,1,60,18,0,0,BR982_ses-v1
7,1,60,5,1,1,BR982_ses-v1
8,2,75,56,1,1,BR982_ses-v1
9,2,73,62,1,1,BR982_ses-v1
10,1,51,16,1,1,BR982_ses-v1
11,2,71,62,1,1,BR982_ses-v1
12,1,47,15,1,1,BR982_ses-v1
13,2,73,58,2,1,BR982_ses-v1
14,1,49,13,2,1,BR982_ses-v1
15,1,49,7,2,1,BR982_ses-v1
16,2,72,52,2,1,BR982_ses-v1
17,2,72,50,2,1,BR982_ses-v1
18,1,45,29,2,1,BR982_ses-v1
19,2,71,60,2,2,BR982_ses-v1
20,2,74,63,2,2,BR982_ses-v1
21,1,57,13,2,2,BR982_ses-v1
22,1,55,5,2,2,BR982_ses-v1
23,2,72,62,2,2,BR982_ses-v1
24,1,54,9,2,2,BR982_ses-v1
25,1,53,24,1,2,BR982_ses-v1
26,1,60,8,1,2,BR982_ses-v1
27,1,60,16,1,2,BR982_ses-v1
28,2,75,74,1,2,BR982_ses-v1
29,2,76,59,1,2,BR982_ses-v1
30,2,75,53,1,2,BR982_ses-v1
31,2,77,70,2,2,BR982_ses-v1
32,1,62,10,2,2,BR982_ses-v1
33,1,44,14,2,2,BR982_ses-v1
34,2,76,62,2,2,BR982_ses-v1
35,1,45,5,2,2,BR982_ses-v1
36,2,77,56,2,2,BR982_ses-v1
37,2,75,65,0,0,BR982_ses-v1
38,1,51,25,0,0,BR982_ses-v1
39,1,53,11,0,0,BR982_ses-v1
40,1,46,7,0,0,BR982_ses-v1
41,2,74,66,0,0,BR982_ses-v1
42,2,76,61,0,0,BR982_ses-v1
43,1,42,16,1,1,BR982_ses-v1
44,2,76,68,1,1,BR982_ses-v1
45,2,73,57,1,1,BR982_ses-v1
46,1,38,19,1,1,BR982_ses-v1
47,1,41,16,1,1,BR982_ses-v1
48,2,74,68,1,1,BR982_ses-v1
49,1,42,17,2,1,BR982_ses-v1
50,1,40,31,2,1,BR982_ses-v1
51,2,74,58,2,1,BR982_ses-v1
52,2,74,51,2,1,BR982_ses-v1
53,2,72,58,2,1,BR982_ses-v1
54,1,47,10,2,1,BR982_ses-v1
55,1,56,16,1,2,BR982_ses-v1
56,1,46,27,1,2,BR982_ses-v1
57,2,75,66,1,2,BR982_ses-v1
58,2,73,57,1,2,BR982_ses-v1
59,2,74,60,1,2,BR982_ses-v1
60,1,40,6,1,2,BR982_ses-v1
61,2,69,67,1,2,BR982_ses-v1
62,2,78,61,1,2,BR982_ses-v1
63,2,73,54,1,2,BR982_ses-v1
64,1,71,11,1,2,BR982_ses-v1
65,1,52,13,1,2,BR982_ses-v1
66,1,44,7,1,2,BR982_ses-v1
67,2,75,61,2,1,BR982_ses-v1
68,1,42,5,2,1,BR982_ses-v1
69,1,38,25,2,1,BR982_ses-v1
70,2,73,62,2,1,BR982_ses-v1
71,2,71,60,2,1,BR982_ses-v1
72,1,36,6,2,1,BR982_ses-v1
73,2,70,59,1,1,BR982_ses-v1
74,1,47,13,1,1,BR982_ses-v1
75,1,42,6,1,1,BR982_ses-v1
76,1,35,7,1,1,BR982_ses-v1
77,2,73,52,1,1,BR982_ses-v1
78,2,73,64,1,1,BR982_ses-v1
79,1,36,31,0,0,BR982_ses-v1
80,2,74,65,0,0,BR982_ses-v1
81,1,41,17,0,0,BR982_ses-v1
82,2,75,58,0,0,BR982_ses-v1
83,2,71,65,0,0,BR982_ses-v1
84,1,45,13,0,0,BR982_ses-v1
85,1,44,11,2,2,BR982_ses-v1
86,1,38,16,2,2,BR982_ses-v1
87,2,74,56,2,2,BR982_ses-v1
88,1,43,17,2,2,BR982_ses-v1
89,2,72,55,2,2,BR982_ses-v1
90,2,71,61,2,2,BR982_ses-v1
91,2,74,59,2,1,BR982_ses-v1
92,1,35,8,2,1,BR982_ses-v1
93,1,38,18,2,1,BR982_ses-v1
94,1,50,22,2,1,BR982_ses-v1
95,2,72,65,2,1,BR982_ses-v1
96,2,72,68,2,1,BR982_ses-v1
97,1,38,5,1,1,BR982_ses-v1
98,2,74,56,1,1,BR982_ses-v1
99,2,71,65,1,1,BR982_ses-v1
100,1,34,15,1,1,BR982_ses-v1
101,1,39,11,1,1,BR982_ses-v1
102,2,72,59,1,1,BR982_ses-v1
103,2,74,62,0,0,BR982_ses-v1
104,1,38,10,0,0,BR982_ses-v1
105,1,35,23,0,0,BR982_ses-v1
106,2,74,58,0,0,BR982_ses-v1
107,2,46.52,71,0,0,BR982_ses-v1
108,1,36,23,0,0,BR982_ses-v1
109,2,77,50,1,2,BR982_ses-v1
110,2,75,63,1,2,BR982_ses-v1
111,1,38,17,1,2,BR982_ses-v1
112,1,35,9,1,2,BR982_ses-v1
113,2,74,58,1,2,BR982_ses-v1
114,1,29,17,1,2,BR982_ses-v1
115,2,75,56,2,2,BR982_ses-v1
116,1,39,19,2,2,BR982_ses-v1
117,2,75,55,2,2,BR982_ses-v1
118,1,34,15,2,2,BR982_ses-v1
119,2,74,58,2,2,BR982_ses-v1
120,1,32,21,2,2,BR982_ses-v1
1,1,62,14,1,1,BR982_ses-v2
2,2,45.64,64,1,1,BR982_ses-v2
3,2,70,68,1,1,BR982_ses-v2
4,1,73,12,1,1,BR982_ses-v2
5,2,76,61,1,1,BR982_ses-v2
6,1,74,13,1,1,BR982_ses-v2
7,1,60,19,2,1,BR982_ses-v2
8,1,60,23,2,1,BR982_ses-v2
9,2,75,69,2,1,BR982_ses-v2
10,2,76,65,2,1,BR982_ses-v2
11,1,50,15,2,1,BR982_ses-v2
12,2,77,60,2,1,BR982_ses-v2
13,1,38,17,2,2,BR982_ses-v2
14,2,77,63,2,2,BR982_ses-v2
15,1,42,5,2,2,BR982_ses-v2
16,2,77,55,2,2,BR982_ses-v2
17,2,77,52,2,2,BR982_ses-v2
18,1,40,18,2,2,BR982_ses-v2
19,1,37,16,0,0,BR982_ses-v2
20,2,75,54,0,0,BR982_ses-v2
21,2,75,66,0,0,BR982_ses-v2
22,1,44,8,0,0,BR982_ses-v2
23,1,36,15,0,0,BR982_ses-v2
24,2,74,74,0,0,BR982_ses-v2
25,1,45,18,1,2,BR982_ses-v2
26,2,77,64,1,2,BR982_ses-v2
27,1,43,14,1,2,BR982_ses-v2
28,1,31,7,1,2,BR982_ses-v2
29,2,78,63,1,2,BR982_ses-v2
30,2,78,66,1,2,BR982_ses-v2
31,2,75,59,0,0,BR982_ses-v2
32,2,76,67,0,0,BR982_ses-v2
33,1,32,13,0,0,BR982_ses-v2
34,1,34,23,0,0,BR982_ses-v2
35,1,32,17,0,0,BR982_ses-v2
36,2,76,58,0,0,BR982_ses-v2
37,2,77,52,1,2,BR982_ses-v2
38,2,77,67,1,2,BR982_ses-v2
39,1,37,14,1,2,BR982_ses-v2
40,1,39,5,1,2,BR982_ses-v2
41,2,77,54,1,2,BR982_ses-v2
42,1,34,13,1,2,BR982_ses-v2
43,2,78,59,2,2,BR982_ses-v2
44,1,37,16,2,2,BR982_ses-v2
45,1,35,8,2,2,BR982_ses-v2
46,2,77,51,2,2,BR982_ses-v2
47,1,35,9,2,2,BR982_ses-v2
48,2,77,61,2,2,BR982_ses-v2
49,2,74,67,2,1,BR982_ses-v2
50,1,36,14,2,1,BR982_ses-v2
51,1,36,20,2,1,BR982_ses-v2
52,2,76,53,2,1,BR982_ses-v2
53,1,34,11,2,1,BR982_ses-v2
54,2,78,63,2,1,BR982_ses-v2
55,1,34,23,1,1,BR982_ses-v2
56,1,34,20,1,1,BR982_ses-v2
57,2,75,50,1,1,BR982_ses-v2
58,1,37,5,1,1,BR982_ses-v2
59,2,72,54,1,1,BR982_ses-v2
60,2,75,54,1,1,BR982_ses-v2
61,2,76,46,1,2,BR982_ses-v2
62,1,74,19,1,2,BR982_ses-v2
63,2,76,67,1,2,BR982_ses-v2
64,2,75,66,1,2,BR982_ses-v2
65,1,39,19,1,2,BR982_ses-v2
66,1,38,6,1,2,BR982_ses-v2
67,2,78,69,2,1,BR982_ses-v2
68,1,39,13,2,1,BR982_ses-v2
69,1,37,8,2,1,BR982_ses-v2
70,2,77,61,2,1,BR982_ses-v2
71,2,77,59,2,1,BR982_ses-v2
72,1,34,21,2,1,BR982_ses-v2
73,2,71,50,0,0,BR982_ses-v2
74,2,73,51,0,0,BR982_ses-v2
75,1,33,10,0,0,BR982_ses-v2
76,2,73,59,0,0,BR982_ses-v2
77,1,31,16,0,0,BR982_ses-v2
78,1,28,13,0,0,BR982_ses-v2
79,2,74,73,1,1,BR982_ses-v2
80,2,76,62,1,1,BR982_ses-v2
81,1,34,21,1,1,BR982_ses-v2
82,2,76,66,1,1,BR982_ses-v2
83,1,30,18,1,1,BR982_ses-v2
84,1,33,10,1,1,BR982_ses-v2
85,1,35,15,2,2,BR982_ses-v2
86,1,35,17,2,2,BR982_ses-v2
87,2,78,60,2,2,BR982_ses-v2
88,2,73,52,2,2,BR982_ses-v2
89,1,32,10,2,2,BR982_ses-v2
90,2,75,58,2,2,BR982_ses-v2
91,2,74,66,0,0,BR982_ses-v2
92,2,73,62,0,0,BR982_ses-v2
93,1,32,24,0,0,BR982_ses-v2
94,1,33,24,0,0,BR982_ses-v2
95,1,33,8,0,0,BR982_ses-v2
96,2,76,50,0,0,BR982_ses-v2
97,1,35,9,2,2,BR982_ses-v2
98,1,36,24,2,2,BR982_ses-v2
99,2,76,66,2,2,BR982_ses-v2
100,2,74,61,2,2,BR982_ses-v2
101,1,31,10,2,2,BR982_ses-v2
102,2,74,70,2,2,BR982_ses-v2
103,1,36,13,1,2,BR982_ses-v2
104,1,35,11,1,2,BR982_ses-v2
105,2,74,61,1,2,BR982_ses-v2
106,2,75,53,1,2,BR982_ses-v2
107,2,74,51,1,2,BR982_ses-v2
108,1,33,12,1,2,BR982_ses-v2
109,2,77,55,1,1,BR982_ses-v2
110,1,31,22,1,1,BR982_ses-v2
111,1,32,15,1,1,BR982_ses-v2
112,2,75,62,1,1,BR982_ses-v2
113,1,32,7,1,1,BR982_ses-v2
114,2,73,50,1,1,BR982_ses-v2
115,1,38,7,2,1,BR982_ses-v2
116,1,34,16,2,1,BR982_ses-v2
117,2,73,63,2,1,BR982_ses-v2
118,2,73,69,2,1,BR982_ses-v2
119,1,28,24,2,1,BR982_ses-v2
120,2,75,54,2,1,BR982_ses-v2
61,1,77,19,2,2,BV156_ses-v1
62,2,78,63,2,2,BV156_ses-v1
63,2,78,74,2,2,BV156_ses-v1
64,2,78,64,2,2,BV156_ses-v1
65,1,61,30,2,2,BV156_ses-v1
66,1,50,16,2,2,BV156_ses-v1
67,2,77,61,0,0,BV156_ses-v1
68,2,70.94,74,0,0,BV156_ses-v1
69,1,48,23,0,0,BV156_ses-v1
70,1,46,23,0,0,BV156_ses-v1
71,2,77,55,0,0,BV156_ses-v1
72,1,48,21,0,0,BV156_ses-v1
73,1,34,16,1,1,BV156_ses-v1
74,2,76,57,1,1,BV156_ses-v1
75,1,34,17,1,1,BV156_ses-v1
76,2,77,59,1,1,BV156_ses-v1
77,2,76,67,1,1,BV156_ses-v1
78,1,37,15,1,1,BV156_ses-v1
79,1,35,15,1,2,BV156_ses-v1
80,2,76,67,1,2,BV156_ses-v1
81,2,76,61,1,2,BV156_ses-v1
82,1,34,28,1,2,BV156_ses-v1
83,1,36,5,1,2,BV156_ses-v1
84,2,78,57,1,2,BV156_ses-v1
85,1,38,29,2,1,BV156_ses-v1
86,2,77,66,2,1,BV156_ses-v1
87,1,37,19,2,1,BV156_ses-v1
88,2,77,67,2,1,BV156_ses-v1
89,1,34,31,2,1,BV156_ses-v1
90,2,77,59,2,1,BV156_ses-v1
91,1,78,24,1,1,BV156_ses-v1
92,2,78,69,1,1,BV156_ses-v1
93,1,38,28,1,1,BV156_ses-v1
94,2,77,52,1,1,BV156_ses-v1
95,2,77,67,1,1,BV156_ses-v1
96,1,39,22,1,1,BV156_ses-v1
97,1,38,5,2,2,BV156_ses-v1
98,2,79,63,2,2,BV156_ses-v1
99,1,78,35,2,2,BV156_ses-v1
100,1,37,28,2,2,BV156_ses-v1
101,2,78,55,2,2,BV156_ses-v1
102,2,77,60,2,2,BV156_ses-v1
103,2,74,57,0,0,BV156_ses-v1
104,2,79,56,0,0,BV156_ses-v1
105,1,76,20,0,0,BV156_ses-v1
106,1,46,20,0,0,BV156_ses-v1
107,2,77,67,0,0,BV156_ses-v1
108,1,44,23,0,0,BV156_ses-v1
109,1,37,11,2,1,BV156_ses-v1
110,1,77,21,2,1,BV156_ses-v1
111,2,77,73,2,1,BV156_ses-v1
112,2,77,74,2,1,BV156_ses-v1
113,1,39,28,2,1,BV156_ses-v1
114,2,77,72,2,1,BV156_ses-v1
115,1,36,34,1,2,BV156_ses-v1
116,2,79,74,1,2,BV156_ses-v1
117,2,78,67,1,2,BV156_ses-v1
118,1,40,6,1,2,BV156_ses-v1
119,2,79,64,1,2,BV156_ses-v1
120,1,44,29,1,2,BV156_ses-v1
1,1,55,17,2,1,BV156_ses-v2
2,2,77,72,2,1,BV156_ses-v2
3,1,43,20,2,1,BV156_ses-v2
4,2,76,64,2,1,BV156_ses-v2
5,2,76,73,2,1,BV156_ses-v2
6,1,50,22,2,1,BV156_ses-v2
7,1,56,29,0,0,BV156_ses-v2
8,1,53,24,0,0,BV156_ses-v2
9,2,75,54,0,0,BV156_ses-v2
10,1,52,20,0,0,BV156_ses-v2
11,2,69,54,0,0,BV156_ses-v2
12,2,77,68,0,0,BV156_ses-v2
13,1,49,25,1,1,BV156_ses-v2
14,1,49,17,1,1,BV156_ses-v2
15,1,45,20,1,1,BV156_ses-v2
16,2,73,71,1,1,BV156_ses-v2
17,2,78,68,1,1,BV156_ses-v2
18,2,77,72,1,1,BV156_ses-v2
19,2,76,74,1,2,BV156_ses-v2
20,1,53,18,1,2,BV156_ses-v2
21,1,50,24,1,2,BV156_ses-v2
22,2,77,54,1,2,BV156_ses-v2
23,2,78,58,1,2,BV156_ses-v2
24,1,51,13,1,2,BV156_ses-v2
25,2,61.76,74,2,2,BV156_ses-v2
26,2,78,63,2,2,BV156_ses-v2
27,1,53,15,2,2,BV156_ses-v2
28,1,50,23,2,2,BV156_ses-v2
29,1,52,24,2,2,BV156_ses-v2
30,2,78,68,2,2,BV156_ses-v2
31,2,78,57,2,2,BV156_ses-v2
32,1,46,18,2,2,BV156_ses-v2
33,2,78,73,2,2,BV156_ses-v2
34,1,48,15,2,2,BV156_ses-v2
35,1,53,20,2,2,BV156_ses-v2
36,2,78,56,2,2,BV156_ses-v2
37,1,49,18,1,2,BV156_ses-v2
38,1,51,19,1,2,BV156_ses-v2
39,2,78,56,1,2,BV156_ses-v2
40,1,52,20,1,2,BV156_ses-v2
41,2,76,57,1,2,BV156_ses-v2
42,2,77,64,1,2,BV156_ses-v2
43,2,78,64,2,1,BV156_ses-v2
44,2,78,70,2,1,BV156_ses-v2
45,1,49,23,2,1,BV156_ses-v2
46,1,48,23,2,1,BV156_ses-v2
47,1,49,19,2,1,BV156_ses-v2
48,2,78,64,2,1,BV156_ses-v2
49,2,77,71,1,1,BV156_ses-v2
50,2,78,62,1,1,BV156_ses-v2
51,1,48,24,1,1,BV156_ses-v2
52,2,78,74,1,1,BV156_ses-v2
53,1,46,21,1,1,BV156_ses-v2
54,1,46,12,1,1,BV156_ses-v2
55,2,64.82,74,0,0,BV156_ses-v2
56,2,76,54,0,0,BV156_ses-v2
57,1,46,24,0,0,BV156_ses-v2
58,1,53,21,0,0,BV156_ses-v2
59,2,75,56,0,0,BV156_ses-v2
60,1,55,29,0,0,BV156_ses-v2
61,1,77,11,2,2,BV156_ses-v2
62,1,47,25,2,2,BV156_ses-v2
63,2,78,65,2,2,BV156_ses-v2
64,2,78,64,2,2,BV156_ses-v2
65,2,78,68,2,2,BV156_ses-v2
66,1,49,29,2,2,BV156_ses-v2
67,1,47,24,0,0,BV156_ses-v2
68,1,50,20,0,0,BV156_ses-v2
69,1,50,15,0,0,BV156_ses-v2
70,2,74,62,0,0,BV156_ses-v2
71,2,79,59,0,0,BV156_ses-v2
72,2,76,53,0,0,BV156_ses-v2
73,2,78,60,1,2,BV156_ses-v2
74,1,51,24,1,2,BV156_ses-v2
75,2,78,56,1,2,BV156_ses-v2
76,1,51,21,1,2,BV156_ses-v2
77,1,50,18,1,2,BV156_ses-v2
78,2,78,53,1,2,BV156_ses-v2
79,2,77,65,2,1,BV156_ses-v2
80,1,54,5,2,1,BV156_ses-v2
81,1,50,22,2,1,BV156_ses-v2
82,1,46,31,2,1,BV156_ses-v2
83,2,75,59,2,1,BV156_ses-v2
84,2,77,64,2,1,BV156_ses-v2
85,1,48,16,1,1,BV156_ses-v2
86,2,74,60,1,1,BV156_ses-v2
87,2,77,73,1,1,BV156_ses-v2
88,2,78,67,1,1,BV156_ses-v2
89,1,48,31,1,1,BV156_ses-v2
90,1,49,33,1,1,BV156_ses-v2
91,2,76,61,2,1,BV156_ses-v2
92,2,77,56,2,1,BV156_ses-v2
93,1,46,21,2,1,BV156_ses-v2
94,1,48,16,2,1,BV156_ses-v2
95,2,77,65,2,1,BV156_ses-v2
96,1,46,18,2,1,BV156_ses-v2
97,1,46,23,1,1,BV156_ses-v2
98,2,77,64,1,1,BV156_ses-v2
99,2,76,71,1,1,BV156_ses-v2
100,1,51,17,1,1,BV156_ses-v2
101,2,77,61,1,1,BV156_ses-v2
102,1,46,20,1,1,BV156_ses-v2
103,2,76,52,0,0,BV156_ses-v2
104,1,46,27,0,0,BV156_ses-v2
105,1,46,27,0,0,BV156_ses-v2
106,2,77,53,0,0,BV156_ses-v2
107,1,46,36,0,0,BV156_ses-v2
108,2,76,62,0,0,BV156_ses-v2
109,2,77,62,1,2,BV156_ses-v2
110,1,41,28,1,2,BV156_ses-v2
111,2,75,72,1,2,BV156_ses-v2
112,1,47,33,1,2,BV156_ses-v2
113,1,48,17,1,2,BV156_ses-v2
114,2,78,72,1,2,BV156_ses-v2
115,1,51,27,2,2,BV156_ses-v2
116,1,42,19,2,2,BV156_ses-v2
117,1,40,19,2,2,BV156_ses-v2
118,2,78,63,2,2,BV156_ses-v2
119,2,77,65,2,2,BV156_ses-v2
120,2,76,65,2,2,BV156_ses-v2
1,2,46.46,74,1,1,BV227_ses-v1
2,1,42,24,1,1,BV227_ses-v1
3,1,35,16,1,1,BV227_ses-v1
4,2,63,53,1,1,BV227_ses-v1
5,1,13.64,32,1,1,BV227_ses-v1
6,2,50.88,57,1,1,BV227_ses-v1
7,1,38,25,2,2,BV227_ses-v1
8,1,37,23,2,2,BV227_ses-v1
9,2,51.76,64,2,2,BV227_ses-v1
10,1,45,27,2,2,BV227_ses-v1
11,2,54.7,70,2,2,BV227_ses-v1
12,2,73,55,2,2,BV227_ses-v1
13,2,48.52,73,0,0,BV227_ses-v1
14,2,74,62,0,0,BV227_ses-v1
15,2,72,67,0,0,BV227_ses-v1
16,1,35,25,0,0,BV227_ses-v1
17,1,35,24,0,0,BV227_ses-v1
18,1,40,27,0,0,BV227_ses-v1
19,2,58.76,71,2,1,BV227_ses-v1
20,2,75,71,2,1,BV227_ses-v1
21,2,73,62,2,1,BV227_ses-v1
22,1,38,23,2,1,BV227_ses-v1
23,1,36,17,2,1,BV227_ses-v1
24,1,34,20,2,1,BV227_ses-v1
25,2,75,66,1,2,BV227_ses-v1
26,2,73,62,1,2,BV227_ses-v1
27,1,30,13,1,2,BV227_ses-v1
28,1,29,18,1,2,BV227_ses-v1
29,2,72,60,1,2,BV227_ses-v1
30,1,31,14,1,2,BV227_ses-v1
31,2,71,66,2,1,BV227_ses-v1
32,2,72,67,2,1,BV227_ses-v1
33,2,72,68,2,1,BV227_ses-v1
34,1,30,18,2,1,BV227_ses-v1
35,1,35,13,2,1,BV227_ses-v1
36,1,27,18,2,1,BV227_ses-v1
37,1,22.82,32,2,2,BV227_ses-v1
38,2,76,65,2,2,BV227_ses-v1
39,2,71,70,2,2,BV227_ses-v1
40,2,75,62,2,2,BV227_ses-v1
41,1,34,18,2,2,BV227_ses-v1
42,1,34,16,2,2,BV227_ses-v1
43,1,35,20,1,1,BV227_ses-v1
44,2,75,63,1,1,BV227_ses-v1
45,1,37,8,1,1,BV227_ses-v1
46,2,73,59,1,1,BV227_ses-v1
47,2,71,65,1,1,BV227_ses-v1
48,1,35,23,1,1,BV227_ses-v1
49,1,33,21,0,0,BV227_ses-v1
50,1,33,15,0,0,BV227_ses-v1
51,1,36,13,0,0,BV227_ses-v1
52,2,72,68,0,0,BV227_ses-v1
53,2,57.7,73,0,0,BV227_ses-v1
54,2,73,57,0,0,BV227_ses-v1
55,1,33,29,1,2,BV227_ses-v1
56,2,73,64,1,2,BV227_ses-v1
57,2,72,69,1,2,BV227_ses-v1
58,1,32,18,1,2,BV227_ses-v1
59,2,72,56,1,2,BV227_ses-v1
60,1,34,27,1,2,BV227_ses-v1
61,2,36.7,52,1,1,BV227_ses-v1
62,2,53.7,69,1,1,BV227_ses-v1
63,1,56,5,1,1,BV227_ses-v1
64,2,50.76,63,1,1,BV227_ses-v1
65,1,24,5,1,1,BV227_ses-v1
66,1,5.75999999999999,18,1,1,BV227_ses-v1
67,2,46.64,65,0,0,BV227_ses-v1
68,1,23,18,0,0,BV227_ses-v1
69,1,31,26,0,0,BV227_ses-v1
70,1,37,21,0,0,BV227_ses-v1
71,2,52.58,74,0,0,BV227_ses-v1
72,2,72,59,0,0,BV227_ses-v1
73,2,70,63,2,2,BV227_ses-v1
74,2,55.7,71,2,2,BV227_ses-v1
75,2,72,66,2,2,BV227_ses-v1
76,1,38,24,2,2,BV227_ses-v1
77,1,37,19,2,2,BV227_ses-v1
78,1,37,19,2,2,BV227_ses-v1
79,1,39,14,1,2,BV227_ses-v1
80,1,32,25,1,2,BV227_ses-v1
81,2,71,68,1,2,BV227_ses-v1
82,2,71,63,1,2,BV227_ses-v1
83,1,32,16,1,2,BV227_ses-v1
84,2,50.58,72,1,2,BV227_ses-v1
85,2,55.64,74,2,1,BV227_ses-v1
86,2,73,71,2,1,BV227_ses-v1
87,1,19.52,44,2,1,BV227_ses-v1
88,2,73,63,2,1,BV227_ses-v1
89,1,41,23,2,1,BV227_ses-v1
90,1,39,17,2,1,BV227_ses-v1
91,1,33,18,2,1,BV227_ses-v1
92,2,61.94,65,2,1,BV227_ses-v1
93,1,38,19,2,1,BV227_ses-v1
94,2,71,62,2,1,BV227_ses-v1
95,1,33,8,2,1,BV227_ses-v1
96,2,72,59,2,1,BV227_ses-v1
97,1,31,23,1,1,BV227_ses-v1
98,1,32,15,1,1,BV227_ses-v1
99,1,34,22,1,1,BV227_ses-v1
100,2,71,67,1,1,BV227_ses-v1
101,2,71,69,1,1,BV227_ses-v1
102,2,72,65,1,1,BV227_ses-v1
103,2,49.58,71,0,0,BV227_ses-v1
104,2,76,69,0,0,BV227_ses-v1
105,2,70.94,74,0,0,BV227_ses-v1
106,1,37,22,0,0,BV227_ses-v1
107,1,36,18,0,0,BV227_ses-v1
108,1,34,14,0,0,BV227_ses-v1
109,2,74,64,2,2,BV227_ses-v1
110,2,71,56,2,2,BV227_ses-v1
111,1,31,19,2,2,BV227_ses-v1
112,1,31,23,2,2,BV227_ses-v1
113,2,71,61,2,2,BV227_ses-v1
114,1,34,22,2,2,BV227_ses-v1
115,1,32,11,1,2,BV227_ses-v1
116,1,29,21,1,2,BV227_ses-v1
117,1,32,23,1,2,BV227_ses-v1
118,2,58.7,74,1,2,BV227_ses-v1
