Administrator:,CG,Original File Name:,C:/TCAD_Temporary_Storage/functional_session/cgtest_7-1-25-T0-_FID-R3-_BEH.csv,Time:,2025_Jul_01_1128,Parameter File:,study-FID_task-DR_run-3.params,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('PRACTICE_ONSET', 3), ('MAIN_ONSET', 4), ('BLOCK_ONSET', 5), ('TRIAL_ONSET', 6), ('IMAGE_ONSET', 7), ('CHOICE_ONSET', 8), ('PRED_LOC', 9), ('CHOICE', 10), ('CHASE_ONSET', 11), ('OUTCOME_ONSET', 12), ('RATING_ONSET', 13), ('RATING_CHANGE', 14), ('FINAL_RATING', 15), ('FIXATION_ONSET', 16), ('SHOCK_ONSET', 17), ('FINAL_OUTCOME', 18), ('TASK_END', 99)]
trial_number,trial_type,event_code,absolute_time,response_time,response,result
NA,NA,1,7.700175046920776e-06,NA,NA,NA
NA,NA,2,14.54326050169766,14.543252801522613,NA,NA
0,0_S,16,14.545880701392889,NA,NA,10000.0
0,0_S,5,24.557074001058936,NA,NA,0_0
0,0_S,6,28.544599801301956,NA,NA,peach
0,0_S,7,29.520255401730537,NA,NA,NA
0,0_S,8,34.42160280048847,NA,NA,NA
0,0_S,9,34.42315540090203,0.0015596002340316772,NA,1.0
0,0_S,9,34.50384490005672,0.08224830031394958,NA,2.0
0,0_S,9,34.58587140031159,0.16427450068295002,NA,1.0
0,0_S,9,34.669444201514125,0.24784710071980953,NA,2.0
0,0_S,9,34.75385100021958,0.3322545997798443,NA,3.0
0,0_S,9,34.83603340014815,0.414436100050807,NA,2.0
0,0_S,9,34.919425601139665,0.4978286996483803,NA,3.0
0,0_S,9,35.003241600468755,0.5816452000290155,NA,4.0
0,0_S,9,35.08578150160611,0.6641846001148224,NA,3.0
0,0_S,9,35.169092901051044,0.7474959008395672,NA,4.0
0,0_S,9,35.25244240090251,0.8308454994112253,NA,5.0
0,0_S,9,35.3366891015321,0.9150930996984243,NA,4.0
0,0_S,9,35.41993670165539,0.9983399007469416,NA,5.0
0,0_S,9,35.50315680168569,1.0815578009933233,NA,6.0
0,0_S,9,35.58584030158818,1.164241200312972,NA,5.0
0,0_S,9,35.669479601085186,1.2478825002908707,NA,6.0
0,0_S,9,35.752908701077104,1.3313126005232334,NA,7.0
0,0_S,9,35.83614460006356,1.4145475011318922,NA,6.0
0,0_S,9,35.919586101546884,1.4979893006384373,NA,7.0
0,0_S,9,36.003852900117636,1.5822561010718346,NA,8.0
0,0_S,9,36.087814500555396,1.6662179008126259,NA,7.0
0,0_S,9,36.169534200802445,1.7479373011738062,NA,8.0
0,0_S,9,36.25377320125699,1.8321768995374441,NA,9.0
0,0_S,9,36.33711860142648,1.915522599592805,NA,8.0
0,0_S,9,36.41953819990158,1.9979417994618416,NA,9.0
0,0_S,9,36.50401980057359,2.0824232008308172,NA,10.0
0,0_S,9,36.58650500141084,2.1649080999195576,NA,9.0
0,0_S,9,36.67034490033984,2.2487486004829407,NA,10.0
0,0_S,9,36.75309870019555,2.331502500921488,NA,11.0
0,0_S,9,36.83745039999485,2.415854699909687,NA,10.0
0,0_S,9,36.919541200622916,2.497944099828601,NA,11.0
0,0_S,9,37.003435499966145,2.5818390995264053,NA,12.0
0,0_S,9,37.088091200217605,2.6664974000304937,NA,11.0
0,0_S,9,37.17060740105808,2.7490107007324696,NA,12.0
0,0_S,9,37.25293780118227,2.8313414994627237,NA,13.0
0,0_S,9,37.337408600375056,2.915812300518155,NA,12.0
0,0_S,9,37.41965560056269,2.9980589002370834,NA,13.0
0,0_S,9,37.503696700558066,3.0821026004850864,NA,14.0
0,0_S,9,37.58686230145395,3.1652655005455017,NA,13.0
0,0_S,9,37.67038380168378,3.248786799609661,NA,14.0
0,0_S,9,37.753510599955916,3.3319144006818533,NA,15.0
0,0_S,9,37.8379808999598,3.4163851998746395,NA,14.0
0,0_S,9,37.91994330100715,3.4983463995158672,NA,15.0
0,0_S,9,38.00474880076945,3.583151800557971,NA,16.0
0,0_S,9,38.087533600628376,3.6659373994916677,NA,15.0
0,0_S,9,38.169834500178695,3.7482376005500555,NA,16.0
0,0_S,9,38.25374800153077,3.83215169981122,NA,17.0
0,0_S,9,38.33730770088732,3.915711300447583,NA,16.0
0,0_S,9,38.41970330104232,3.998106200248003,NA,17.0
0,0_S,9,38.50356619991362,4.081970799714327,NA,18.0
0,0_S,9,38.58780030161142,4.166203800588846,NA,17.0
0,0_S,9,38.66995000094175,4.248353200033307,NA,18.0
0,0_S,9,38.754501201212406,4.332904700189829,NA,19.0
0,0_S,9,38.83759320154786,4.415997100993991,NA,18.0
0,0_S,9,38.92012879997492,4.498531900346279,NA,19.0
0,0_S,9,39.003706101328135,4.582110300660133,NA,20.0
0,0_S,9,39.08773320168257,4.66613670065999,NA,19.0
0,0_S,9,39.17000190168619,4.748405100777745,NA,20.0
0,0_S,9,39.253902500495315,4.832305800169706,NA,21.0
0,0_S,9,39.337913101539016,4.9163164012134075,NA,20.0
0,0_S,9,39.42022140137851,4.998624401167035,NA,21.0
0,0_S,9,39.50381320156157,5.082217000424862,NA,22.0
0,0_S,9,39.58736930042505,5.1657727006822824,NA,21.0
0,0_S,9,39.67061450146139,5.249017300084233,NA,22.0
0,0_S,9,39.75454110093415,5.3329443000257015,NA,23.0
0,0_S,9,39.83669780008495,5.415101399645209,NA,22.0
0,0_S,9,39.91995630040765,5.498359400779009,NA,23.0
0,0_S,9,40.0044523011893,5.582855500280857,NA,24.0
0,0_S,9,40.08834150061011,5.666744500398636,NA,23.0
0,0_S,9,40.17030960135162,5.748712699860334,NA,24.0
0,0_S,9,40.254952101036906,5.833355100825429,NA,25.0
0,0_S,9,40.33747850172222,5.91588220000267,NA,24.0
0,0_S,9,40.42184210009873,6.000245301052928,NA,25.0
0,0_S,9,40.50390300154686,6.0823065005242825,NA,26.0
0,0_S,9,40.58786080032587,6.1662642005831,NA,25.0
0,0_S,9,40.670076901093125,6.248480100184679,NA,26.0
0,0_S,9,40.753891101107,6.332294300198555,NA,27.0
0,0_S,9,40.83732020109892,6.415723599493504,NA,26.0
0,0_S,9,40.92169830016792,6.500101400539279,NA,27.0
0,0_S,9,41.005335200577974,6.583738500252366,NA,28.0
0,0_S,9,41.08740850165486,6.665811900049448,NA,27.0
0,0_S,9,41.17123020067811,6.749640600755811,NA,28.0
0,0_S,9,41.25558850169182,6.833999000489712,NA,29.0
0,0_S,9,41.33866570144892,6.917075799778104,NA,28.0
0,0_S,9,41.42263210006058,7.001043001189828,NA,29.0
0,0_S,9,41.505630699917674,7.084040500223637,NA,30.0
0,0_S,9,41.58866700157523,7.167078901082277,NA,29.0
0,0_S,9,41.6729250010103,7.251336300745606,NA,30.0
0,0_S,9,41.75575130060315,7.334162000566721,NA,31.0
0,0_S,9,41.83805330097675,7.416463401168585,NA,30.0
0,0_S,9,41.922083200886846,7.500494400039315,NA,31.0
0,0_S,9,42.00448870100081,7.582899700850248,NA,32.0
0,0_S,9,42.08827510103583,7.666686100885272,NA,31.0
0,0_S,9,42.172871600836515,7.751283099874854,NA,32.0
0,0_S,9,42.25531719997525,7.833727600052953,NA,33.0
0,0_S,9,42.339126501232386,7.917536299675703,NA,32.0
0,0_S,9,42.4221085999161,8.00051929987967,NA,33.0
0,0_S,9,42.505875900387764,8.084286401048303,NA,34.0
0,0_S,9,42.58850960060954,8.166920900344849,NA,33.0
0,0_S,9,42.67115280032158,8.249563500285149,NA,34.0
0,0_S,9,42.755858700722456,8.33426840044558,NA,35.0
0,0_S,9,42.83881450071931,8.417224099859595,NA,34.0
0,0_S,9,42.92282620072365,8.501237500458956,NA,35.0
0,0_S,9,43.00579270161688,8.584203300997615,NA,36.0
0,0_S,9,43.08806640096009,8.666477799415588,NA,35.0
0,0_S,9,43.172565000131726,8.750975599512458,NA,36.0
0,0_S,9,43.255160100758076,8.833570700138807,NA,37.0
0,0_S,9,43.338885800912976,8.917295699939132,NA,36.0
0,0_S,9,43.422198900952935,9.000609699636698,NA,37.0
0,0_S,9,43.50615590065718,9.084566300734878,NA,38.0
0,0_S,9,43.58826179988682,9.1666729003191,NA,37.0
0,0_S,9,43.6713171005249,9.249727699905634,NA,38.0
0,0_S,9,43.75603200122714,9.334442500025034,NA,39.0
0,0_S,9,43.83956520073116,9.41797530092299,NA,38.0
0,0_S,9,43.921788001433015,9.500198800116777,NA,39.0
0,0_S,9,44.00607840158045,9.584489200264215,NA,40.0
0,0_S,9,44.08824080042541,9.666651399806142,NA,39.0
0,0_S,9,44.17269410006702,9.751104699447751,NA,40.0
0,0_S,9,44.254947900772095,9.833358900621533,NA,41.0
0,0_S,9,44.33964340016246,9.918053900822997,NA,40.0
0,0_S,9,44.4226688016206,10.001079401001334,NA,41.0
0,0_S,9,44.5054251011461,10.083838399499655,NA,42.0
0,0_S,9,44.589029900729656,10.16744009964168,NA,41.0
0,0_S,9,44.6716241016984,10.25003470107913,NA,42.0
0,0_S,9,44.75562830083072,10.334040699526668,NA,43.0
0,0_S,9,44.839063201099634,10.417473400011659,NA,42.0
0,0_S,9,44.922045500949025,10.500455999746919,NA,43.0
0,0_S,9,45.00847150012851,10.586883500218391,NA,44.0
0,0_S,9,45.089311400428414,10.667723700404167,NA,43.0
0,0_S,9,45.1731063015759,10.751516699790955,NA,44.0
0,0_S,9,45.25515700131655,10.833566799759865,NA,45.0
0,0_S,9,45.339957701042295,10.918367499485612,NA,44.0
0,0_S,9,45.42212790064514,11.000538300722837,NA,45.0
0,0_S,9,45.505901800468564,11.084314299747348,NA,46.0
0,0_S,9,45.589678801596165,11.168088899925351,NA,45.0
0,0_S,9,45.67262530140579,11.251030700281262,NA,46.0
